-10	-4	3	0	0	-2	-4	-4	3	-3	6	0	-1	0	4	-3	3	-3	10.68	-1.83
0	-5	-6	0	4	-5	-6	-5	5	-4	-2	0	3	-3	-6	-2	-6	-2	-10.63	-3.37
-10	-3	5	0	-5	-3	-7	-3	3	-1	-1	-1	-9	-3	-5	-1	-6	-2	10.68	-1.83
-3	-1	8	-4	-8	0	9	0	2	-2	-2	-3	-3	-5	-2	0	-5	-2	-10.63	0.31
3	-4	-9	-1	2	-5	-6	-5	2	-2	1	-4	5	-3	1	-2	1	-4	10.68	-1.83
-8	-2	4	0	-1	0	0	-4	9	-1	7	-4	-7	-2	-9	0	-8	-1	-10.63	0.31
6	0	4	-5	-1	0	0	-2	0	0	-5	-5	-3	-2	6	-5	-1	-3	-10.63	-1.51
9	0	8	-1	-3	-1	9	0	-9	-1	7	-4	8	0	-1	-2	-6	-3	-10.63	0.31
4	-4	1	-2	-6	-4	4	-5	-1	0	9	-5	7	0	6	-4	5	0	-10.63	0.35
-10	-5	-7	-2	7	-3	-1	-5	4	-3	-5	0	6	-3	2	0	0	-2	-10.63	-5.33
-6	-1	2	-1	5	-4	3	-4	-2	-3	2	-3	1	-1	-6	-3	-1	0	10.68	-1.83
-7	-1	3	-1	7	0	1	-1	5	-2	9	-2	-8	0	-2	-2	-8	-3	-10.63	0.35
-8	-4	6	0	8	-3	4	-5	0	-2	7	-2	-1	-4	3	-3	8	-1	10.68	-1.83
-6	-5	7	-3	-1	-1	-10	0	-1	-3	-9	-2	-9	-4	4	-5	-1	-4	10.68	-1.83
-8	-5	5	-2	4	-5	9	-1	1	-3	1	-1	0	0	8	-4	7	-4	10.68	0.29
-10	-2	9	-3	-4	-4	-7	-1	-4	-4	-6	-2	-7	-4	6	-1	-6	-1	-10.63	-5.33
5	0	3	-1	3	-2	5	0	3	-4	5	-5	6	-3	-1	-1	8	-4	-10.63	0.31
5	-5	-9	-2	-10	0	-1	-2	1	-5	-6	-4	9	-1	0	-3	5	-5	-10.63	-1.51
2	-2	-4	-5	-3	0	7	-3	-1	-5	0	-5	-6	-2	1	-3	6	-2	-10.63	-3.37
4	-2	9	0	-1	0	2	-3	-10	-1	5	-4	7	0	4	-1	-1	-3	10.68	-1.83
4	-1	9	0	4	-1	3	-5	3	-3	-9	-3	7	-1	2	0	6	0	-10.63	0.31
3	-5	7	-5	-7	0	7	-2	5	-4	-4	-1	-2	-1	0	-2	5	-2	10.68	-3.41
-6	-2	9	0	-5	-1	-3	-1	6	-4	-3	-2	-6	-4	-3	-1	-4	-1	-10.63	-5.33
-9	-5	2	-3	8	-4	2	-5	6	-2	-5	-2	2	0	6	-3	-4	-2	10.68	-5.19
-2	-4	-7	-2	-10	-4	6	0	-2	-2	-6	0	7	-2	-4	0	-3	-2	10.68	-3.41
-10	-2	5	-5	-1	-3	-6	0	6	-4	2	-4	4	-4	-6	-3	7	-4	-10.63	-3.37
8	-5	2	-4	-5	-3	6	-1	-3	-4	4	-4	-6	0	-10	-4	2	0	10.68	0.29
3	-5	-6	-2	4	-4	8	-3	3	-1	-4	-4	-10	-4	0	-4	-4	-4	10.68	-1.83
1	0	4	-5	-5	-3	-6	-3	-3	-4	4	-2	1	-4	3	-5	3	-2	-10.63	0.31
9	-1	4	0	2	-5	8	-5	6	-5	5	-5	-7	-1	5	-5	6	0	-10.63	0.31
-8	-3	2	-4	-7	-4	0	-1	-10	-5	-2	0	9	-4	8	-5	9	-4	-10.63	0.31
2	-3	-3	-4	4	-1	-4	0	9	-2	-3	-4	3	0	1	-2	-10	0	-10.63	-5.33
-6	0	-8	-4	7	-5	-9	-5	-10	-1	2	-3	-9	-1	0	-1	-10	-4	-10.63	0.31
7	-3	-6	-2	-8	-2	4	-1	3	-5	1	-1	-2	-1	-4	-3	7	-3	10.68	0.29
6	-4	8	-3	6	-1	5	-5	3	-3	4	-4	-7	-4	3	-5	8	-5	10.68	0.29
8	-2	-7	-2	8	-1	2	-5	-3	0	-5	-4	-10	-2	2	0	4	-2	-10.63	0.31
2	-2	4	-3	6	-5	5	-4	3	-5	-1	0	-4	-4	4	0	-5	-1	-10.63	-1.51
4	-3	-6	-3	2	-3	0	-4	6	-4	5	0	3	0	-9	-4	2	-2	10.68	-5.19
0	-3	9	-5	-9	-2	-7	-2	-6	0	-1	0	7	-5	3	-1	-1	0	10.68	0.29
1	-5	9	-5	-9	-1	6	-1	8	-2	-7	-3	4	-5	2	-1	1	-4	10.68	-5.19
7	-3	-2	-4	-4	-2	-2	-4	-1	-4	8	-4	5	-2	3	-5	-3	-3	-10.63	-1.51
-8	-4	3	-2	-9	-1	-4	-3	-8	-2	-7	-5	7	-2	6	0	0	-4	-10.63	0.31
-6	-1	4	-3	-3	-3	-8	0	3	-2	7	-2	-2	-3	1	-2	6	-1	-10.63	-5.33
8	-5	8	0	-8	-4	-8	0	9	-3	-7	-5	-2	-3	9	0	-4	-3	-10.63	-5.33
-5	-3	3	-3	-6	-1	-6	-5	7	-5	7	-3	-7	-4	-8	-4	8	-2	-10.63	0.31
-5	-4	4	0	0	-1	8	-3	6	-5	-1	-5	7	-5	-7	-4	-9	-1	10.68	0.29
2	-1	7	-5	-7	-1	9	0	-3	-2	-8	-5	6	-1	-8	-4	-2	0	-10.63	-1.51
2	-2	6	-5	-4	-4	2	-2	-9	-2	3	-3	-10	-1	2	-2	-7	-5	10.68	-5.19
-6	-2	7	-1	-7	-3	-8	-5	6	0	-7	-3	-8	-4	-4	-5	-5	0	-10.63	0.35
-6	-3	3	-5	-5	-3	-1	-3	-8	-3	-6	-2	-1	-5	2	-1	-1	-3	10.68	-3.41
-2	-4	-2	-4	1	0	-7	-4	0	-5	1	-5	4	-5	0	-1	-3	-3	10.68	-1.83
-4	-1	-8	-1	-7	-1	3	-2	5	-2	-3	0	-7	-2	1	0	2	-1	-10.63	-5.33
-3	-1	6	-2	-1	-1	0	0	-9	-3	3	-1	-6	-1	1	-3	-5	0	-10.63	0.35
9	-2	-9	-3	8	-5	3	0	-6	-3	7	-4	-8	0	-9	0	1	-4	-10.63	0.35
-5	-2	-3	-2	-9	0	-3	-2	-6	0	-6	0	-5	-5	8	-5	2	0	-10.63	-5.33
-9	0	3	-1	-4	-1	0	-4	1	-5	3	-3	6	-4	-4	-1	0	-4	-10.63	-5.33
-6	-5	-1	-2	6	-1	0	-2	-2	-3	-9	-5	-5	-1	0	-5	3	-1	-10.63	0.35
-6	-3	-10	-4	-6	-2	3	-2	5	-5	-10	-5	-9	-5	-4	-3	-8	0	-10.63	0.31
4	-5	-8	-5	9	-5	-2	-1	-2	-2	-3	-4	8	0	1	-3	1	0	-10.63	0.31
-6	-4	4	0	-8	-4	-10	-4	3	-4	-4	-3	-1	-1	6	0	-4	-2	-10.63	-5.33
1	-3	-9	-4	-9	-1	-5	-5	-8	-1	3	-4	3	-5	-5	-2	4	-5	-10.63	-5.33
-3	-3	-2	-1	-4	-5	0	-5	9	-1	3	-2	1	-1	6	-3	-2	0	-10.63	-5.33
-6	-1	-9	-3	3	-2	-6	-1	9	-3	-7	0	1	-3	-6	-4	6	0	10.68	-3.41
-1	0	0	0	-8	-2	0	-5	4	-2	7	0	-1	-5	-6	-3	-4	-1	-10.63	0.31
6	-2	-3	-2	4	-4	5	-1	5	0	1	-5	3	-2	6	-5	9	-3	-10.63	0.31
-10	-4	-9	-5	-4	-2	7	0	1	-3	1	-5	-7	-3	4	-1	-5	-4	-10.63	0.31
-4	-4	-5	-4	4	-1	6	-2	-10	-4	-4	0	0	-4	1	-5	6	-2	10.68	0.29
